Year,Revenue Type,Transit Agency,Value,Dollar Type
2018,Non-PSRC FTA,Everett Transit,1375000.0,Constant
2019,Non-PSRC FTA,Everett Transit,375599.394,Constant
2021,Non-PSRC FTA,Everett Transit,985863.4464693413,Constant
2022,Non-PSRC FTA,Everett Transit,985063.0844892531,Constant
2023,Non-PSRC FTA,Everett Transit,985994.8016314283,Constant
2024,Non-PSRC FTA,Everett Transit,985230.4002783741,Constant
2025,Non-PSRC FTA,Everett Transit,985208.5748876288,Constant
2026,Non-PSRC FTA,Everett Transit,985090.8422848658,Constant
2027,Non-PSRC FTA,Everett Transit,985015.5520107505,Constant
2028,Non-PSRC FTA,Everett Transit,985753.0012034216,Constant
2029,Non-PSRC FTA,Everett Transit,985514.3134569805,Constant
2030,Non-PSRC FTA,Everett Transit,985690.8940512331,Constant
2031,Non-PSRC FTA,Everett Transit,984994.0561980532,Constant
2032,Non-PSRC FTA,Everett Transit,985856.268991848,Constant
2033,Non-PSRC FTA,Everett Transit,984991.8956308488,Constant
2034,Non-PSRC FTA,Everett Transit,985410.2400333252,Constant
2035,Non-PSRC FTA,Everett Transit,985098.9718767208,Constant
2036,Non-PSRC FTA,Everett Transit,985531.0120780879,Constant
2037,Non-PSRC FTA,Everett Transit,985396.0315574708,Constant
2038,Non-PSRC FTA,Everett Transit,985482.4542456574,Constant
2039,Non-PSRC FTA,Everett Transit,985381.6399827006,Constant
2040,Non-PSRC FTA,Everett Transit,985935.14800471,Constant
2041,Non-PSRC FTA,Everett Transit,985803.7562228398,Constant
2042,Non-PSRC FTA,Everett Transit,985632.0460597436,Constant
2043,Non-PSRC FTA,Everett Transit,985199.2368429309,Constant
2044,Non-PSRC FTA,Everett Transit,984810.9206626208,Constant
2045,Non-PSRC FTA,Everett Transit,986226.7147179907,Constant
2046,Non-PSRC FTA,Everett Transit,985741.0265343382,Constant
2047,Non-PSRC FTA,Everett Transit,984743.320542963,Constant
2048,Non-PSRC FTA,Everett Transit,986261.8697097955,Constant
2049,Non-PSRC FTA,Everett Transit,984645.545722006,Constant
2050,Non-PSRC FTA,Everett Transit,985600.5164264687,Constant
2016,PSRC FHWA,King County Metro,2287190.4,Constant
2017,PSRC FHWA,King County Metro,2228919.296,Constant
2018,PSRC FHWA,King County Metro,2206950.0,Constant
2019,PSRC FHWA,King County Metro,2424908.394,Constant
2020,PSRC FHWA,King County Metro,2447661.915,Constant
2021,PSRC FHWA,King County Metro,2256656.1572799995,Constant
2022,PSRC FHWA,King County Metro,2288775.5805269997,Constant
2023,PSRC FHWA,King County Metro,2328561.886398687,Constant
2024,PSRC FHWA,King County Metro,2366354.321292911,Constant
2025,PSRC FHWA,King County Metro,2404581.0267528477,Constant
2026,PSRC FHWA,King County Metro,2440558.1639866363,Constant
2027,PSRC FHWA,King County Metro,2476831.2949403934,Constant
2028,PSRC FHWA,King County Metro,2516210.438447631,Constant
2029,PSRC FHWA,King County Metro,2550234.2246114104,Constant
2030,PSRC FHWA,King County Metro,2581426.217392614,Constant
2031,PSRC FHWA,King County Metro,2606515.19353069,Constant
2032,PSRC FHWA,King County Metro,2631245.2270897995,Constant
2033,PSRC FHWA,King County Metro,2649206.7414945792,Constant
2034,PSRC FHWA,King County Metro,2666421.803352666,Constant
2035,PSRC FHWA,King County Metro,2676143.132844056,Constant
2036,PSRC FHWA,King County Metro,2684684.01518292,Constant
2037,PSRC FHWA,King County Metro,2688460.424922947,Constant
2038,PSRC FHWA,King County Metro,2690747.7276404854,Constant
2039,PSRC FHWA,King County Metro,2687772.034778148,Constant
2040,PSRC FHWA,King County Metro,2686755.3397168494,Constant
2041,PSRC FHWA,King County Metro,2684007.9523807494,Constant
2042,PSRC FHWA,King County Metro,2679443.9735905216,Constant
2043,PSRC FHWA,King County Metro,2672974.290890544,Constant
2044,PSRC FHWA,King County Metro,2664506.471572074,Constant
2045,PSRC FHWA,King County Metro,2662519.5946898186,Constant
2046,PSRC FHWA,King County Metro,2658768.0574187175,Constant
2047,PSRC FHWA,King County Metro,2657669.392932181,Constant
2048,PSRC FHWA,King County Metro,2668705.477699441,Constant
2049,PSRC FHWA,King County Metro,2673899.7573921946,Constant
2050,PSRC FHWA,King County Metro,2687387.5703277127,Constant
2016,PSRC FTA,King County Metro,84235190.68800001,Constant
2017,PSRC FTA,King County Metro,80346011.648,Constant
2018,PSRC FTA,King County Metro,90322252.0,Constant
2019,PSRC FTA,King County Metro,87525431.163,Constant
2020,PSRC FTA,King County Metro,81757892.043,Constant
2021,PSRC FTA,King County Metro,82488884.34276,Constant
2022,PSRC FTA,King County Metro,83662964.57684022,Constant
2023,PSRC FTA,King County Metro,85117296.89631556,Constant
2024,PSRC FTA,King County Metro,86498746.07321565,Constant
2025,PSRC FTA,King County Metro,87896069.39840055,Constant
2026,PSRC FTA,King County Metro,89211162.92857248,Constant
2027,PSRC FTA,King County Metro,90537076.091879,Constant
2028,PSRC FTA,King County Metro,91976525.16514888,Constant
2029,PSRC FTA,King County Metro,93220216.70083663,Constant
2030,PSRC FTA,King County Metro,94360396.02175286,Constant
2031,PSRC FTA,King County Metro,95277488.17345509,Constant
2032,PSRC FTA,King County Metro,96181459.68522885,Constant
2033,PSRC FTA,King County Metro,96838017.52173261,Constant
2034,PSRC FTA,King County Metro,97467289.8377583,Constant
2035,PSRC FTA,King County Metro,97822639.33195847,Constant
2036,PSRC FTA,King County Metro,98134839.24472004,Constant
2037,PSRC FTA,King County Metro,98272880.57869597,Constant
2038,PSRC FTA,King County Metro,98356489.70484275,Constant
2039,PSRC FTA,King County Metro,98247717.44746138,Constant
2040,PSRC FTA,King County Metro,98210553.59285606,Constant
2041,PSRC FTA,King County Metro,98110126.72211583,Constant
2042,PSRC FTA,King County Metro,97943296.91184305,Constant
2043,PSRC FTA,King County Metro,97706806.7818553,Constant
2044,PSRC FTA,King County Metro,97397277.58479828,Constant
2045,PSRC FTA,King County Metro,97324650.10151291,Constant
2046,PSRC FTA,King County Metro,97187517.94557275,Constant
2047,PSRC FTA,King County Metro,97147357.81419028,Constant
2048,PSRC FTA,King County Metro,97550766.33392717,Constant
2049,PSRC FTA,King County Metro,97740635.90507883,Constant
2050,PSRC FTA,King County Metro,98233663.8915027,Constant
2017,Non-PSRC FTA,King County Metro,5431296.0,Constant
2018,Non-PSRC FTA,King County Metro,1980040.0,Constant
2019,Non-PSRC FTA,King County Metro,2526075.0,Constant
2020,Non-PSRC FTA,King County Metro,2118600.0,Constant
2021,Non-PSRC FTA,King County Metro,2323649.914012955,Constant
2022,Non-PSRC FTA,King County Metro,2321763.485367212,Constant
2023,Non-PSRC FTA,King County Metro,2323959.51410228,Constant
2024,Non-PSRC FTA,King County Metro,2322157.8435518024,Constant
2025,Non-PSRC FTA,King County Metro,2322106.401775043,Constant
2026,Non-PSRC FTA,King County Metro,2321828.9096403397,Constant
2027,Non-PSRC FTA,King County Metro,2321651.452772859,Constant
2028,Non-PSRC FTA,King County Metro,2323389.597907742,Constant
2029,Non-PSRC FTA,King County Metro,2322827.0182082104,Constant
2030,Non-PSRC FTA,King County Metro,2323243.2132544112,Constant
2031,Non-PSRC FTA,King County Metro,2321600.787801454,Constant
2032,Non-PSRC FTA,King County Metro,2323632.9969185856,Constant
2033,Non-PSRC FTA,King County Metro,2321595.6954108016,Constant
2034,Non-PSRC FTA,King County Metro,2322581.7203398356,Constant
2035,Non-PSRC FTA,King County Metro,2321848.0708390665,Constant
2036,Non-PSRC FTA,King County Metro,2322866.3763461346,Constant
2037,Non-PSRC FTA,King County Metro,2322548.231397918,Constant
2038,Non-PSRC FTA,King County Metro,2322751.927024014,Constant
2039,Non-PSRC FTA,King County Metro,2322514.3108974705,Constant
2040,Non-PSRC FTA,King County Metro,2323818.912333251,Constant
2041,Non-PSRC FTA,King County Metro,2323509.2259322205,Constant
2042,Non-PSRC FTA,King County Metro,2323104.5103429137,Constant
2043,Non-PSRC FTA,King County Metro,2322084.3922900204,Constant
2044,Non-PSRC FTA,King County Metro,2321169.142959884,Constant
2045,Non-PSRC FTA,King County Metro,2324506.126136207,Constant
2046,Non-PSRC FTA,King County Metro,2323361.373979889,Constant
2047,Non-PSRC FTA,King County Metro,2321009.811550658,Constant
2048,Non-PSRC FTA,King County Metro,2324588.9853739413,Constant
2049,Non-PSRC FTA,King County Metro,2320779.3592957105,Constant
2050,Non-PSRC FTA,King County Metro,2323030.1959640714,Constant
2016,Other Federal,King County Metro,3168000.0,Constant
2019,Other Federal,King County Metro,579642.489,Constant
2021,Other Federal,King County Metro,691922.6110106433,Constant
2022,Other Federal,King County Metro,691360.8815409084,Constant
2023,Other Federal,King County Metro,692014.8018785028,Constant
2024,Other Federal,King County Metro,691478.311168801,Constant
2025,Other Federal,King County Metro,691462.9931433636,Constant
2026,Other Federal,King County Metro,691380.3631907098,Constant
2027,Other Federal,King County Metro,691327.5211432273,Constant
2028,Other Federal,King County Metro,691845.0956335972,Constant
2029,Other Federal,King County Metro,691677.5740064132,Constant
2030,Other Federal,King County Metro,691801.5060847012,Constant
2031,Other Federal,King County Metro,691312.4344302545,Constant
2032,Other Federal,King County Metro,691917.5735391908,Constant
2033,Other Federal,King County Metro,691310.9180485419,Constant
2034,Other Federal,King County Metro,691604.5306703507,Constant
2035,Other Federal,King County Metro,691386.0688981717,Constant
2036,Other Federal,King County Metro,691689.2938379563,Constant
2037,Other Federal,King County Metro,691594.5585329854,Constant
2038,Other Federal,King County Metro,691655.2138014962,Constant
2039,Other Federal,King County Metro,691584.4578886952,Constant
2040,Other Federal,King County Metro,691972.9343223996,Constant
2041,Other Federal,King County Metro,691880.717753155,Constant
2042,Other Federal,King County Metro,691760.2039590671,Constant
2043,Other Federal,King County Metro,691456.4392901985,Constant
2044,Other Federal,King County Metro,691183.9018040587,Constant
2045,Other Federal,King County Metro,692177.5687494691,Constant
2046,Other Federal,King County Metro,691836.6912807148,Constant
2047,Other Federal,King County Metro,691136.4570474186,Constant
2048,Other Federal,King County Metro,692202.2420790328,Constant
2049,Other Federal,King County Metro,691067.8343495694,Constant
2050,Other Federal,King County Metro,691738.0750666149,Constant
2016,PSRC FHWA,Kitsap Transit,2438642.9760000003,Constant
2017,PSRC FHWA,Kitsap Transit,2376513.536,Constant
2018,PSRC FHWA,Kitsap Transit,2353090.0,Constant
2019,PSRC FHWA,Kitsap Transit,2585480.4359999998,Constant
2020,PSRC FHWA,Kitsap Transit,2609741.556,Constant
2021,PSRC FHWA,Kitsap Transit,2406087.2418799996,Constant
2022,PSRC FHWA,Kitsap Transit,2440333.5466357493,Constant
2023,PSRC FHWA,Kitsap Transit,2482754.4190626713,Constant
2024,PSRC FHWA,Kitsap Transit,2523049.3905164422,Constant
2025,PSRC FHWA,Kitsap Transit,2563807.389030988,Constant
2026,PSRC FHWA,Kitsap Transit,2602166.8575828657,Constant
2027,PSRC FHWA,Kitsap Transit,2640841.919944193,Constant
2028,PSRC FHWA,Kitsap Transit,2682828.668560398,Constant
2029,PSRC FHWA,Kitsap Transit,2719105.4391907076,Constant
2030,PSRC FHWA,Kitsap Transit,2752362.9009611034,Constant
2031,PSRC FHWA,Kitsap Transit,2779113.2169996873,Constant
2032,PSRC FHWA,Kitsap Transit,2805480.8220270993,Constant
2033,PSRC FHWA,Kitsap Transit,2824631.710617178,Constant
2034,PSRC FHWA,Kitsap Transit,2842986.718122993,Constant
2035,PSRC FHWA,Kitsap Transit,2853351.77386615,Constant
2036,PSRC FHWA,Kitsap Transit,2862458.2156976378,Constant
2037,PSRC FHWA,Kitsap Transit,2866484.6914486187,Constant
2038,PSRC FHWA,Kitsap Transit,2868923.454602338,Constant
2039,PSRC FHWA,Kitsap Transit,2865750.7175379316,Constant
2040,PSRC FHWA,Kitsap Transit,2864666.6990409256,Constant
2041,PSRC FHWA,Kitsap Transit,2861737.385420609,Constant
2042,PSRC FHWA,Kitsap Transit,2856871.1894323756,Constant
2043,PSRC FHWA,Kitsap Transit,2849973.0977788423,Constant
2044,PSRC FHWA,Kitsap Transit,2840944.557049237,Constant
2045,PSRC FHWA,Kitsap Transit,2838826.1133057545,Constant
2046,PSRC FHWA,Kitsap Transit,2834826.157026942,Constant
2047,PSRC FHWA,Kitsap Transit,2833654.7412595754,Constant
2048,PSRC FHWA,Kitsap Transit,2845421.6126427716,Constant
2049,PSRC FHWA,Kitsap Transit,2850959.8467504242,Constant
2050,PSRC FHWA,Kitsap Transit,2865340.7946499623,Constant
2016,PSRC FTA,Kitsap Transit,4399010.88,Constant
2017,PSRC FTA,Kitsap Transit,4408484.864,Constant
2018,PSRC FTA,Kitsap Transit,4405686.0,Constant
2019,PSRC FTA,Kitsap Transit,4715740.575,Constant
2020,PSRC FTA,Kitsap Transit,4808995.695,Constant
2021,PSRC FTA,Kitsap Transit,4425724.70172,Constant
2022,PSRC FTA,Kitsap Transit,4488716.89679175,Constant
2023,PSRC FTA,Kitsap Transit,4566745.282338422,Constant
2024,PSRC FTA,Kitsap Transit,4640863.314059797,Constant
2025,PSRC FTA,Kitsap Transit,4715833.031565778,Constant
2026,PSRC FTA,Kitsap Transit,4786390.925128378,Constant
2027,PSRC FTA,Kitsap Transit,4857529.317724379,Constant
2028,PSRC FTA,Kitsap Transit,4934759.181738143,Constant
2029,PSRC FTA,Kitsap Transit,5001486.188590873,Constant
2030,PSRC FTA,Kitsap Transit,5062659.519096853,Constant
2031,PSRC FTA,Kitsap Transit,5111863.692748626,Constant
2032,PSRC FTA,Kitsap Transit,5160363.912883552,Constant
2033,PSRC FTA,Kitsap Transit,5195589.801295965,Constant
2034,PSRC FTA,Kitsap Transit,5229351.756683447,Constant
2035,PSRC FTA,Kitsap Transit,5248417.101629688,Constant
2036,PSRC FTA,Kitsap Transit,5265167.368975314,Constant
2037,PSRC FTA,Kitsap Transit,5272573.614634998,Constant
2038,PSRC FTA,Kitsap Transit,5277059.442972056,Constant
2039,PSRC FTA,Kitsap Transit,5271223.552837401,Constant
2040,PSRC FTA,Kitsap Transit,5269229.62370806,Constant
2041,PSRC FTA,Kitsap Transit,5263841.483401729,Constant
2042,PSRC FTA,Kitsap Transit,5254890.667565264,Constant
2043,PSRC FTA,Kitsap Transit,5242202.41000985,Constant
2044,PSRC FTA,Kitsap Transit,5225595.4329094365,Constant
2045,PSRC FTA,Kitsap Transit,5221698.795812683,Constant
2046,PSRC FTA,Kitsap Transit,5214341.329715523,Constant
2047,PSRC FTA,Kitsap Transit,5212186.6432156395,Constant
2048,PSRC FTA,Kitsap Transit,5233830.469106958,Constant
2049,PSRC FTA,Kitsap Transit,5244017.422874683,Constant
2050,PSRC FTA,Kitsap Transit,5270469.54615821,Constant
2019,Non-PSRC FTA,Kitsap Transit,6830703.0,Constant
2021,Non-PSRC FTA,Kitsap Transit,1341696.714769352,Constant
2022,Non-PSRC FTA,Kitsap Transit,1340607.473614143,Constant
2023,Non-PSRC FTA,Kitsap Transit,1341875.4806928392,Constant
2024,Non-PSRC FTA,Kitsap Transit,1340835.179637119,Constant
2025,Non-PSRC FTA,Kitsap Transit,1340805.4766846804,Constant
2026,Non-PSRC FTA,Kitsap Transit,1340645.2501878827,Constant
2027,Non-PSRC FTA,Kitsap Transit,1340542.784969402,Constant
2028,Non-PSRC FTA,Kitsap Transit,1341546.405869091,Constant
2029,Non-PSRC FTA,Kitsap Transit,1341221.5672046668,Constant
2030,Non-PSRC FTA,Kitsap Transit,1341461.8820312782,Constant
2031,Non-PSRC FTA,Kitsap Transit,1340513.53055148,Constant
2032,Non-PSRC FTA,Kitsap Transit,1341686.946684322,Constant
2033,Non-PSRC FTA,Kitsap Transit,1340510.5901585373,Constant
2034,Non-PSRC FTA,Kitsap Transit,1341079.9299717285,Constant
2035,Non-PSRC FTA,Kitsap Transit,1340656.3140392948,Constant
2036,Non-PSRC FTA,Kitsap Transit,1341244.292953513,Constant
2037,Non-PSRC FTA,Kitsap Transit,1341060.593150342,Constant
2038,Non-PSRC FTA,Kitsap Transit,1341178.2088680533,Constant
2039,Non-PSRC FTA,Kitsap Transit,1341041.0071431133,Constant
2040,Non-PSRC FTA,Kitsap Transit,1341794.295945318,Constant
2041,Non-PSRC FTA,Kitsap Transit,1341615.4801846624,Constant
2042,Non-PSRC FTA,Kitsap Transit,1341381.7937014645,Constant
2043,Non-PSRC FTA,Kitsap Transit,1340792.7682067072,Constant
2044,Non-PSRC FTA,Kitsap Transit,1340264.294871704,Constant
2045,Non-PSRC FTA,Kitsap Transit,1342191.0994810872,Constant
2046,Non-PSRC FTA,Kitsap Transit,1341530.109114985,Constant
2047,Non-PSRC FTA,Kitsap Transit,1340172.2954586132,Constant
2048,Non-PSRC FTA,Kitsap Transit,1342238.9431628683,Constant
2049,Non-PSRC FTA,Kitsap Transit,1340039.2302186603,Constant
2050,Non-PSRC FTA,Kitsap Transit,1341338.8838993676,Constant
2016,State,Kitsap Transit,2930235.264,Constant
2017,State,Kitsap Transit,17510.4,Constant
2018,State,Kitsap Transit,12100000.0,Constant
2020,State,Kitsap Transit,625054.41,Constant
2021,State,Kitsap Transit,2994589.606201997,Constant
2022,State,Kitsap Transit,2992158.4828295317,Constant
2023,State,Kitsap Transit,2994988.601422396,Constant
2024,State,Kitsap Transit,2992666.709526494,Constant
2025,State,Kitsap Transit,2992600.414251514,Constant
2026,State,Kitsap Transit,2992242.797961136,Constant
2027,State,Kitsap Transit,2992014.101509187,Constant
2028,State,Kitsap Transit,2994254.1254145093,Constant
2029,State,Kitsap Transit,2993529.1042696643,Constant
2030,State,Kitsap Transit,2994065.473088388,Constant
2031,State,Kitsap Transit,2991948.807337352,Constant
2032,State,Kitsap Transit,2994567.804400159,Constant
2033,State,Kitsap Transit,2991942.244550064,Constant
2034,State,Kitsap Transit,2993212.9781429926,Constant
2035,State,Kitsap Transit,2992267.491838731,Constant
2036,State,Kitsap Transit,2993579.826829047,Constant
2037,State,Kitsap Transit,2993169.819474045,Constant
2038,State,Kitsap Transit,2993432.3309655814,Constant
2039,State,Kitsap Transit,2993126.1046366836,Constant
2040,State,Kitsap Transit,2994807.401753028,Constant
2041,State,Kitsap Transit,2994408.295298946,Constant
2042,State,Kitsap Transit,2993886.720560042,Constant
2043,State,Kitsap Transit,2992572.0496623865,Constant
2044,State,Kitsap Transit,2991392.5276893983,Constant
2045,State,Kitsap Transit,2995693.0443359143,Constant
2046,State,Kitsap Transit,2994217.752000217,Constant
2047,State,Kitsap Transit,2991187.1903108493,Constant
2048,State,Kitsap Transit,2995799.828671455,Constant
2049,State,Kitsap Transit,2990890.196377628,Constant
2050,State,Kitsap Transit,2993790.948359105,Constant
2018,Other Federal,Kitsap Transit,190057.0,Constant
2020,Other Federal,Kitsap Transit,330208.848,Constant
2021,Other Federal,Kitsap Transit,102694.42614196044,Constant
2022,Other Federal,Kitsap Transit,102611.05484490572,Constant
2023,Other Federal,Kitsap Transit,102708.10901359915,Constant
2024,Other Federal,Kitsap Transit,102628.48362676168,Constant
2025,Other Federal,Kitsap Transit,102626.2101415382,Constant
2026,Other Federal,Kitsap Transit,102613.9462908779,Constant
2027,Other Federal,Kitsap Transit,102606.10352977135,Constant
2028,Other Federal,Kitsap Transit,102682.92139123222,Constant
2029,Other Federal,Kitsap Transit,102658.05800752966,Constant
2030,Other Federal,Kitsap Transit,102676.45187623381,Constant
2031,Other Federal,Kitsap Transit,102603.86437570058,Constant
2032,Other Federal,Kitsap Transit,102693.67848574604,Constant
2033,Other Federal,Kitsap Transit,102603.63931592176,Constant
2034,Other Federal,Kitsap Transit,102647.21699242035,Constant
2035,Other Federal,Kitsap Transit,102614.79312597796,Constant
2036,Other Federal,Kitsap Transit,102659.7974526,Constant
2037,Other Federal,Kitsap Transit,102645.73693828155,Constant
2038,Other Federal,Kitsap Transit,102654.73932943499,Constant
2039,Other Federal,Kitsap Transit,102644.23781128015,Constant
2040,Other Federal,Kitsap Transit,102701.8950749598,Constant
2041,Other Federal,Kitsap Transit,102688.2083887486,Constant
2042,Other Federal,Kitsap Transit,102670.32185818997,Constant
2043,Other Federal,Kitsap Transit,102625.23742554495,Constant
2044,Other Federal,Kitsap Transit,102584.78769851492,Constant
2045,Other Federal,Kitsap Transit,102732.26670138504,Constant
2046,Other Federal,Kitsap Transit,102681.67402601732,Constant
2047,Other Federal,Kitsap Transit,102577.74599763814,Constant
2048,Other Federal,Kitsap Transit,102735.92869100677,Constant
2049,Other Federal,Kitsap Transit,102567.56108900269,Constant
2050,Other Federal,Kitsap Transit,102667.03751124798,Constant
2016,PSRC FHWA,Pierce Transit,394311.456,Constant
2017,PSRC FHWA,Pierce Transit,384265.216,Constant
2018,PSRC FHWA,Pierce Transit,380478.0,Constant
2019,PSRC FHWA,Pierce Transit,418054.131,Constant
2020,PSRC FHWA,Pierce Transit,421976.97,Constant
2021,PSRC FHWA,Pierce Transit,389047.36163999996,Constant
2022,PSRC FHWA,Pierce Transit,394584.74793224985,Constant
2023,PSRC FHWA,Pierce Transit,401443.904245828,Constant
2024,PSRC FHWA,Pierce Transit,407959.3173441493,Constant
2025,PSRC FHWA,Pierce Transit,414549.598657233,Constant
2026,PSRC FHWA,Pierce Transit,420752.0545675017,Constant
2027,PSRC FHWA,Pierce Transit,427005.539774123,Constant
2028,PSRC FHWA,Pierce Transit,433794.5013249158,Constant
2029,PSRC FHWA,Pierce Transit,439660.19964910205,Constant
2030,PSRC FHWA,Pierce Transit,445037.6969947535,Constant
2031,PSRC FHWA,Pierce Transit,449363.03470350406,Constant
2032,PSRC FHWA,Pierce Transit,453626.49073707045,Constant
2033,PSRC FHWA,Pierce Transit,456723.05454795295,Constant
2034,PSRC FHWA,Pierce Transit,459690.92999266885,Constant
2035,PSRC FHWA,Pierce Transit,461366.88650826714,Constant
2036,PSRC FHWA,Pierce Transit,462839.3340183998,Constant
2037,PSRC FHWA,Pierce Transit,463490.3867900369,Constant
2038,PSRC FHWA,Pierce Transit,463884.7176164944,Constant
2039,PSRC FHWA,Pierce Transit,463371.70837784343,Constant
2040,PSRC FHWA,Pierce Transit,463196.4302213043,Constant
2041,PSRC FHWA,Pierce Transit,462722.7808392021,Constant
2042,PSRC FHWA,Pierce Transit,461935.9512191065,Constant
2043,PSRC FHWA,Pierce Transit,460820.5783799816,Constant
2044,PSRC FHWA,Pierce Transit,459360.7269293885,Constant
2045,PSRC FHWA,Pierce Transit,459018.1894956499,Constant
2046,PSRC FHWA,Pierce Transit,458371.4247358935,Constant
2047,PSRC FHWA,Pierce Transit,458182.01505625056,Constant
2048,PSRC FHWA,Pierce Transit,460084.63528826373,Constant
2049,PSRC FHWA,Pierce Transit,460980.12873930053,Constant
2050,PSRC FHWA,Pierce Transit,463305.4267338262,Constant
2016,PSRC FTA,Pierce Transit,8447007.360000001,Constant
2017,PSRC FTA,Pierce Transit,8175874.048,Constant
2018,PSRC FTA,Pierce Transit,7952502.0,Constant
2019,PSRC FTA,Pierce Transit,9399934.152,Constant
2020,PSRC FTA,Pierce Transit,8042313.455999999,Constant
2021,PSRC FTA,Pierce Transit,8171177.068879999,Constant
2022,PSRC FTA,Pierce Transit,8287479.011404499,Constant
2023,PSRC FTA,Pierce Transit,8431542.141777905,Constant
2024,PSRC FTA,Pierce Transit,8568385.619854353,Constant
2025,PSRC FTA,Pierce Transit,8706801.557996012,Constant
2026,PSRC FTA,Pierce Transit,8837071.983918149,Constant
2027,PSRC FTA,Pierce Transit,8968414.180162646,Constant
2028,PSRC FTA,Pierce Transit,9111003.007166896,Constant
2029,PSRC FTA,Pierce Transit,9234200.50023693,Constant
2030,PSRC FTA,Pierce Transit,9347144.2889148,Constant
2031,PSRC FTA,Pierce Transit,9437989.52727323,Constant
2032,PSRC FTA,Pierce Transit,9527535.062369011,Constant
2033,PSRC FTA,Pierce Transit,9592572.314124543,Constant
2034,PSRC FTA,Pierce Transit,9654906.719053872,Constant
2035,PSRC FTA,Pierce Transit,9690106.899800422,Constant
2036,PSRC FTA,Pierce Transit,9721032.77288489,Constant
2037,PSRC FTA,Pierce Transit,9734706.859905573,Constant
2038,PSRC FTA,Pierce Transit,9742989.005794235,Constant
2039,PSRC FTA,Pierce Transit,9732214.252537156,Constant
2040,PSRC FTA,Pierce Transit,9728532.878507651,Constant
2041,PSRC FTA,Pierce Transit,9718584.801868837,Constant
2042,PSRC FTA,Pierce Transit,9702058.988349019,Constant
2043,PSRC FTA,Pierce Transit,9678632.768652037,Constant
2044,PSRC FTA,Pierce Transit,9647971.451102491,Constant
2045,PSRC FTA,Pierce Transit,9640777.123882279,Constant
2046,PSRC FTA,Pierce Transit,9627193.09814412,Constant
2047,PSRC FTA,Pierce Transit,9623214.919177942,Constant
2048,PSRC FTA,Pierce Transit,9663175.726893172,Constant
2049,PSRC FTA,Pierce Transit,9681983.81113669,Constant
2050,PSRC FTA,Pierce Transit,9730822.1365557,Constant
2018,Non-PSRC FTA,Pierce Transit,1664894.0,Constant
2019,Non-PSRC FTA,Pierce Transit,4053207.51,Constant
2021,Non-PSRC FTA,Pierce Transit,1116944.4985809114,Constant
2022,Non-PSRC FTA,Pierce Transit,1116037.719945661,Constant
2023,Non-PSRC FTA,Pierce Transit,1117093.3188117242,Constant
2024,Non-PSRC FTA,Pierce Transit,1116227.2821521244,Constant
2025,Non-PSRC FTA,Pierce Transit,1116202.554843074,Constant
2026,Non-PSRC FTA,Pierce Transit,1116069.1684360306,Constant
2027,Non-PSRC FTA,Pierce Transit,1115983.867517561,Constant
2028,Non-PSRC FTA,Pierce Transit,1116819.3684398101,Constant
2029,Non-PSRC FTA,Pierce Transit,1116548.9446136495,Constant
2030,Non-PSRC FTA,Pierce Transit,1116749.0034798272,Constant
2031,Non-PSRC FTA,Pierce Transit,1115959.5136074729,Constant
2032,Non-PSRC FTA,Pierce Transit,1116936.366781291,Constant
2033,Non-PSRC FTA,Pierce Transit,1115957.0657698319,Constant
2034,Non-PSRC FTA,Pierce Transit,1116431.0335191502,Constant
2035,Non-PSRC FTA,Pierce Transit,1116078.3789437648,Constant
2036,Non-PSRC FTA,Pierce Transit,1116567.8634944002,Constant
2037,Non-PSRC FTA,Pierce Transit,1116414.9358750035,Constant
2038,Non-PSRC FTA,Pierce Transit,1116512.8493806398,Constant
2039,Non-PSRC FTA,Pierce Transit,1116398.6307869884,Constant
2040,Non-PSRC FTA,Pierce Transit,1117025.7335995713,Constant
2041,Non-PSRC FTA,Pierce Transit,1116876.871879985,Constant
2042,Non-PSRC FTA,Pierce Transit,1116682.331020693,Constant
2043,Non-PSRC FTA,Pierce Transit,1116191.9752058128,Constant
2044,Non-PSRC FTA,Pierce Transit,1115752.0282508258,Constant
2045,Non-PSRC FTA,Pierce Transit,1117356.067214774,Constant
2046,Non-PSRC FTA,Pierce Transit,1116805.8016108517,Constant
2047,Non-PSRC FTA,Pierce Transit,1115675.439974807,Constant
2048,Non-PSRC FTA,Pierce Transit,1117395.8964374058,Constant
2049,Non-PSRC FTA,Pierce Transit,1115564.6649493624,Constant
2050,Non-PSRC FTA,Pierce Transit,1116646.6091866456,Constant
1989,Sales & Use Tax,Community Transit,18505343.999999996,Constant
1990,Sales & Use Tax,Community Transit,32471539.999999996,Constant
1991,Sales & Use Tax,Community Transit,36975456.0,Constant
1992,Sales & Use Tax,Community Transit,38790052.0,Constant
1993,Sales & Use Tax,Community Transit,39830133.0,Constant
1994,Sales & Use Tax,Community Transit,39300584.0,Constant
1995,Sales & Use Tax,Community Transit,39975674.348,Constant
1996,Sales & Use Tax,Community Transit,40013769.6,Constant
1997,Sales & Use Tax,Community Transit,43993494.72,Constant
1998,Sales & Use Tax,Community Transit,43714543.236,Constant
1999,Sales & Use Tax,Community Transit,46842339.705,Constant
2000,Sales & Use Tax,Community Transit,49513672.00000001,Constant
2001,Sales & Use Tax,Community Transit,49910550.0,Constant
